Matricule,Année,PriorityStrategique,Description,Ponderation,IndicateurResultat,Resultat,Commentaire
00340,2023,Performance Financière,,0,,0,
00340,2023,Performance Financière,,0,,0,
00340,2023,Performance Financière,,0,,0,
00340,2023,Responsabilité Sociétale d'Entreprise,Diminution de la consommation Energetique,10,Atteint si un plan d'action validé par la direction RAVINALA par rapport à la diminution des consommations énérgetiques à NOS est mise en place,0,
00340,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00340,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00340,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00342,2023,Robustesse Opérationnelle,Ajout d'un nouveau référentiel comptable: IFRS,15,Comptes 2022 mises aux normes IFRS avant la fin de l'année 2023,0,
00342,2023,Robustesse Opérationnelle,Amélioration du suivi et de la planification des revenus et des dépenses,15,"- Mensualisation du budget 2023 et 2024 avant la fin de l'année (5%)
- En lien avec la DT, refonte du fichier de lifecycle (5%)
- Etablissement d'une procédure de validation des investissements (5%)",0,
00342,2023,Robustesse Opérationnelle,Application de la convention de concession,10,"Aux côtés du DG, poursuivre les démarches en vue de la mise en œuvre des dispositions relatives à la concession et en particulier, parmi les dispositions de l'avenant 2, la mise en oeuvre de la compensation des effets économiques de la pandémie de covid-19",0,
00342,2023,Robustesse Opérationnelle,,0,,0,
00342,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,30,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00342,2023,Performance Financière,Finaliser la restructuration des financements,20,Signature des accords relatifs à la restructuration avant fin septembre 2023,0,
00342,2023,Performance Financière,,0,,0,
00342,2023,Performance Financière,,0,,0,
00342,2023,Responsabilité Sociétale d'Entreprise,"En lien avec la DQSE, finalisation de l'étude pour la création d'une fondation d'entreprise",5,"Présentation du projet de fondation et du rétroplanning de constitution au CA du 26/05 et effectivité de la fondation et apport de fonds au 31/12, et en particulier objectif de ""best efforts"" pour obtenir l'agrément avant cette date",0,
00342,2023,Responsabilité Sociétale d'Entreprise,Représenter l'entreprise au sein de l'organisation patronale du GEM,5,Participation à 75% des réunions du GEM (AG et conseil exécutif),0,
00342,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00342,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00346,2023,Robustesse Opérationnelle,"Accompagner le pilote dans la mise en œuvre du processus informatique vis-à-vis des démarches qualités définies ISO9001 et ISO14001 (gestion documentaire, TB, fiche NC, …)",20,atteint si d'ici toutes les NC de l'année seront identifiées et traitées suivant l'échéance et les TB de chaque service seront renseignés à temps pendant la fin de l'année,0,
00346,2023,Robustesse Opérationnelle,"Un format de reporting, bi-hebdomadaire, mensuel suivant le nouveau template utilisé par les DSI et les services. Les utilisateurs seront capables de faire une réservation de la salle de réunion, de voir les disponibilités des salles.",20,atteint si les projets de la DSI ainsi que toutes ces activités connexes seront retranscrits dans les reporting + sensibilisation de RA sur l'utilisation des reservations de salle avec une petite guide d'accompagnement faite d'ici fin Août,0,
00346,2023,Robustesse Opérationnelle,Mise en place d'un meilleur suivi sur les projets transverses,15,atteint si les projets transverses seront intégrés dans l'outil planner avec des délais d'éxecutions bien cadrés et les responsables y afférents d'ici le mois d'Octobre,0,
00346,2023,Robustesse Opérationnelle,,0,,0,
00346,2023,Performance Financière,"Les achats et prévisions pour le deuxième semestre 2023 seront identifiés et regroupés, avec les fournisseurs susceptibles ainsi que les budgets à allouer pour anticiper et une maitrise du budget de chaque CDS, et pour la projection 2024",15,"atteint d'ici le mois de Juillet les achats et prévisions d'ici la fin de l'année seront détaillés et les procédures seront identifiés à l'avance (fournisseur, délai d'éxecution, allocation budget …)",0,
00346,2023,Performance Financière,Amélioration des services téléphonies mobiles avec les opérateurs existants,15,atteint si le coût des téléphonies sera optimisé selon les besoins de R.A,0,
00346,2023,Performance Financière,,0,,0,
00346,2023,Performance Financière,,0,,0,
00346,2023,Responsabilité Sociétale d'Entreprise,"Le suvi des déchets toxiques (batteries HS, cartouches d'encres vides, téléphones HS,..) sera établi avec le chef de service Production",15,atteint si plan d'actions déjà défini avec la DQRSE débute (identification préstataires : toners et cartouches d'encres en premier) et suivi d'ici le mois de Juillet,0,
00346,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00346,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00346,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00347,2023,Robustesse Opérationnelle,L'outil de ticketing GLPI sera utilisé efficacement par les collaborateurs,20,Un atelier d'utilisation effectué (septembre),0,
00347,2023,Robustesse Opérationnelle,Le taux des indicateurs de performances des activités du services support respectera les SLA suivant la procédure de gestion des incidents en vigueur,20,Zéro création de ticket non conforme 100% des tickets respecte le temps de prise en charge,0,
00347,2023,Robustesse Opérationnelle,Inculquer la cuture cyber pour réduire les risques liés de la cybersécurité,20,Une sensibilisation effectuée pour les collaborateurs Aout),0,
00347,2023,Robustesse Opérationnelle,,0,,0,
00347,2023,Performance Financière,Le taux d'impression des collaborateurs sera réduit de 2%,30,Une bonne pratique sur la limitation d'utilisation des papiers partagée (octobre),0,
00347,2023,Performance Financière,,0,,0,
00347,2023,Performance Financière,,0,,0,
00347,2023,Performance Financière,,0,,0,
00347,2023,Responsabilité Sociétale d'Entreprise,Une bonne action sociale sera accomplie dans la communauté d'Ivato,10,Une action réalisée dans l'année,0,
00347,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00347,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00347,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00348,2023,Robustesse Opérationnelle,Opérationnalisation de la GMAO FIN DEC au TC,20,Maintenance préventive et curative effectuées à 100% sur la GMAO,0,
00348,2023,Robustesse Opérationnelle,Paramétrage de la GMAO dans le terinal B,10,Inventaire et intégration des équipements du terminal à 100% dans la GMAO,0,
00348,2023,Robustesse Opérationnelle,Priorisarisation et suivi délai cloture tickets AOCC/FNA,10,Cloture à 90% des tickets et FNA,0,
00348,2023,Robustesse Opérationnelle,Disponibilité des équipements,20,Nouvelle version à éditer au 1er décembre,0,
00348,2023,Performance Financière,Atteinte d'une économie de 5% sur l'ensemble du du budget,10,Au 1er décembre,0,
00348,2023,Performance Financière,Atteinte d'un ebitda de 12 000 000 eur,15,"Atteinte d'un ebitda 2023 de 12 000 000 eur pour un taux de change de 4700 mga ou 11 000 000 eur pour un taux de change de 4500 mga, après retraitement/neutralisation du cout des éventuelles incentives
100% de l'objectif atteint si l'ebitda de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du cout des éventuels incentives",0,
00348,2023,Performance Financière,,0,,0,
00348,2023,Performance Financière,,0,,0,
00348,2023,Responsabilité Sociétale d'Entreprise,"Garantir la qualité des travaux de Maintenance (propreté durant et après les interventions) et éviter l'emission de nuisances sonores (bruits, alarmes, ..)",8,0 réclamation par rapport à la propreté et /ou nuisances (sonore) pendant et après les travaux,0,
00348,2023,Responsabilité Sociétale d'Entreprise,Garantir la Sécurité des intervenants (Maintenance Interne et sous traitants) durant les opérations de Maintenance : port d'EPIs et application des régles de sécurité,8,0 accidents de travail,0,
00348,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00348,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00349,2023,Robustesse Opérationnelle,L'outil MS One drive sera utilisé efficacement par les collaborateurs,20,Une bonne pratique d'utilisation partagée (Septembre),0,
00349,2023,Robustesse Opérationnelle,Le taux des indicateurs de performances des activités du services support respectera les SLA suivant la procédure de gestion des incidents en vigueur,20,Zéro création de ticket non conforme 100% des tickets respecte le temps de prise en charge,0,
00349,2023,Robustesse Opérationnelle,Inculquer la cuture cyber pour réduire les risques liés de la cybersécurité,20,Une sensibilisation AOS effectuée pour les agents opérant sur les comptoirs,0,
00349,2023,Robustesse Opérationnelle,,0,,0,
00349,2023,Performance Financière,Le nombre de PC acheté sera réduit en privilégiant les réattribution des PC retournés,30,3 PC réattribués retournés,0,
00349,2023,Performance Financière,,0,,0,
00349,2023,Performance Financière,,0,,0,
00349,2023,Performance Financière,,0,,0,
00349,2023,Responsabilité Sociétale d'Entreprise,Une bonne action sociale sera accomplie dans la communauté d'Ivato,10,Une action réalisée dans l'année,0,
00349,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00349,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00349,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00350,2023,Robustesse Opérationnelle,"En coordination avec le MOE, assurer le respect du planning 2023 des études et consultations du projet Tarmac 1 de TNR",20,atteint si le marché des travaux de la route de service est attribué en Août 2023,0,
00350,2023,Robustesse Opérationnelle,Planifier les phases d'études et consultations de chaque nouveau projet lancé au sein du Département Technique,20,atteint si un planning des phases d'études et consultations a été établi pour chaque nouveau projet lancé,0,
00350,2023,Robustesse Opérationnelle,Proposer une procédure pour formaliser la validation des besoins et de lancement de pla phase conception d'un nouveau projet au sein du Département Technique,15,atteint si une procédure est proposée à la hiérarchie en juillet 2023,0,
00350,2023,Robustesse Opérationnelle,,0,,0,
00350,2023,Performance Financière,Contribuer au respect à 90% minimum du budget des projets inscrits au Capex B23 de la DTE (périmètre égal au montage),20,atteint si le taux moyen de respect du budget à fin Décembre 2023 est au moins égale à 90%,0,
00350,2023,Performance Financière,,0,,0,
00350,2023,Performance Financière,,0,,0,
00350,2023,Performance Financière,,0,,0,
00350,2023,Responsabilité Sociétale d'Entreprise,Définir les besoins en Capex de la solarisation de TNR pour le montage du B24 en octobre 2023,15,atteint si une solution chiffrée de la solarisation de TNR a pu être proposée au budget 2024,0,
00350,2023,Responsabilité Sociétale d'Entreprise,Contribuer à la réalisation de l'installation du solaire Nosy Be avant fin 2023,10,Atteint si la phase de contractualisation avec le titulaire du marché est réalisée en Juin 2023,0,
00350,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00350,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00353,2023,Robustesse Opérationnelle,Obtenir les badges bleu réseaux sociaux selon les dates définies,20,"Badges bleau acquis : 
Facebook Ravinala Airports : 30/08/23
Facebook aéroport TNR 30/12/23
Instagram Nosy Be 30/12/23
Twitter Ravinala Ariports 30/12/23",0,
00353,2023,Robustesse Opérationnelle,"Améliorer la satisfaction des passagers en obtenant au moins 5 items ASQ au dessus de 4,00 (au total 11 items parmi category scores et ASQ indexes)",20,"AU moins 5 items ASQ sont au-dessus de 4,00 au Q4 2023et plan de com digital autour des efforts ASQ validé et aplliqué jusqu'à 31/12/23",0,
00353,2023,Robustesse Opérationnelle,Créer des documents avec les coordonnées des points d'entrée à l'aéroport (correspondants) et les FAQ aéroports à jour selon les besoins des apssagers et usagers des aéroports TNR NOS,15,"Document TNR validé au plus tard le 9/6/23
Document NOS validé le 15/11/23",0,
00353,2023,Robustesse Opérationnelle,,0,,0,
00353,2023,Performance Financière,Assurer une économie de 5% sur le budget COM,30,5% d'économie atteint fin décembre 2023,0,
00353,2023,Performance Financière,,0,,0,
00353,2023,Performance Financière,,0,,0,
00353,2023,Performance Financière,,0,,0,
00353,2023,Responsabilité Sociétale d'Entreprise,Réaliser une communication digitale adossée à la stratégie RSE,15,"Plan de communication digital RSE validé à 15/6/23
Actions et deadlines dans le plan de com respectés sans retard avec rapports mensuels de publication mentionnant les réalisations et dates de publication respectées jusqu'à 31/12/23",0,
00353,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00353,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00353,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00354,2023,Robustesse Opérationnelle,Finalisation de l’avenant 2 et de la restructuration financière.,20,"- Signature des accords relatifs à la restructuration avant fin septembre 2023
- Aux côtés du DG et du DAF, poursuivre les démarches en vue de la mise en œuvre des dispositions relatives à la concession et en particulier, la mise en oeuvre de l'avenant 2 (CPs) et parmi les dispositions de l'avenant 2, la mise en oeuvre de la compensation des effets économiques de la pandémie de covid-19",0,
00354,2023,Robustesse Opérationnelle,sécurisation et calrification du périmèetr foncier de la concession,15,"Finalisation du bornage du périmètre concédé de l’Aéroport d’Antananarivo (bornage entamé avec ILS depuis 2019)
- Atteint si 100% du processus TNR réalisé

Entamer bornage NOS
- Atteint si le processus NOS est entamé à au moins 10%

Déménagement des régaliens à NOS 
- atteint si 100% déménégés ou en cours de déménagement (les efforts pour l'atteinet de l'objectif seront aussi appréciés pour l'atteinte de l'objectif)",0,
00354,2023,Robustesse Opérationnelle,Non-conformité juridique et maîtrise des risques,15,"- mise en place d'un inventiare des principales clauses juridiques des contrats pour en assurer le suivi
- mise en place d'un système de contrôle de la bonne application des clauses contractuelles des contrats et d'inventaire et de suivi des non-conformités
- capacité des Directions à connaître les obligations business dans les contrats et maîtriser obligations qui leur incombent dans la convention de Concession
- revue d'un panel de contrat avec Gide en vue d'identifier les risques et, le cas échéant, de réduire nos responsaiblités, augmenter nos voies de recours en cas de litige et mieux maitriser les risques de contentieux",0,
00354,2023,Robustesse Opérationnelle,,0,,0,
00354,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,30,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00354,2023,Performance Financière,,0,,0,
00354,2023,Performance Financière,,0,,0,
00354,2023,Performance Financière,,0,,0,
00354,2023,Responsabilité Sociétale d'Entreprise,Programme annuel d'Ethique et de Conformité et Diagnostic Ethique et Conformité de ADP,10,"atteint si chaque composante du programme est reconnue comme en place, ce qui se traduit par un score proche de 100% (+ ou - 10%) lors du diagnostic à réaliser au mois de décembre 2023

accompagner la DAF dans la mise en place des actions concernant les achats",0,
00354,2023,Responsabilité Sociétale d'Entreprise,Système de délégation (gouvernance),10,définir les objetifs d'un système de délégation avant le 30/09 et mise en place d'un système de délégation opérationnel avant le 30/11,0,
00354,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00354,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00356,2023,Robustesse Opérationnelle,Repect des délais et de la qualité attendue pour les livrables des services sous sa responsabilité,45,". Toutes les factures redevances domaniales et les provisions pour les autres redevances extra aéro sont exportables au X3 avant le 11 du mois M+1, dont 95% sont sans erreurs
. Factures des redevances extra aéro envoyées sans retard : au plus 5 jours à partir des dates convenues de l'établissement des factures
. Statistiques des red extra aéro établies au plus tard le 11 du mois M+1",0,
00356,2023,Robustesse Opérationnelle,,0,,0,
00356,2023,Robustesse Opérationnelle,,0,,0,
00356,2023,Robustesse Opérationnelle,,0,,0,
00356,2023,Performance Financière,Amélioration de la facturation,35,". Sécurisation des revenues = facturation extra aéro effectuée à 80% annuelle
. Collecte directe auprès des clients des données servant de base aux revenues extra aéro et reconciliée mensuellement avec au moins une autres source de données
. Tous les flux facturables sont facturés (parking abonnement, refacturation électricité, IFPB-IFT)",0,
00356,2023,Performance Financière,,0,,0,
00356,2023,Performance Financière,,0,,0,
00356,2023,Performance Financière,,0,,0,
00356,2023,Responsabilité Sociétale d'Entreprise,Baisse des consommations papiers des service sous sa responsabilité,20,Baisse de 20% en papier par rapport à l'année 2022,0,
00356,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00356,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00356,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00358,2023,Robustesse Opérationnelle,Piloter la Digitalisation RH : (Gestion des absences et de Temps),25,Test et recetage : Fin Juillet 2023,0,
00358,2023,Robustesse Opérationnelle,Mettre en place un outil d'efficacité : FORMATION & EVALUATION,20,"Atteint si l'outil :
Défini : en Fin Juillet 2023
Mesuré : Fin Octobre 2023",0,
00358,2023,Robustesse Opérationnelle,Amélioration Processus de départ,10,"Quitus de départ mise en place avant fin Aout 23
Processus validé et opérationnel avant fin Sept 2023",0,
00358,2023,Robustesse Opérationnelle,,0,,0,
00358,2023,Performance Financière,Suivi Budgetaire :,15,budget de fonctionnement validé et bon du premier coup,0,
00358,2023,Performance Financière,Automatisation : Elaboration et Suivi budgétaire OPEX et MO,15,"l'outil :
Défini : en Fin Juin 2023
Mesuré : Fin aout 2023",0,
00358,2023,Performance Financière,,0,,0,
00358,2023,Performance Financière,,0,,0,
00358,2023,Responsabilité Sociétale d'Entreprise,Accompagnement : Révision Convention Collective et Règlement Intérieur,5,- Participation active à des simulations,0,
00358,2023,Responsabilité Sociétale d'Entreprise,"Veille Réglementaire : 
 '- Propsition action PAIE : Pratique et mode de calcul actuel vs texte et législation en vigeur",5,Proposition faite et envoyé à la DRH 31/07/2023,0,
00358,2023,Responsabilité Sociétale d'Entreprise,Mise en place de politique de Mentoring,5,Mentor formé au 30 sept 2023,0,
00358,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00362,2023,Robustesse Opérationnelle,L'utilisation de MS Sharepoint sera vulgarisé,20,atteint si un atelier de formation effectué (Aout),0,
00362,2023,Robustesse Opérationnelle,Le taux des indicateurs de performance des activités du service support respectera les SLA suivant la procédure de gestion des incidents en vigueur,20,"Zéro création de ticket non conforme 
100% des tickets respecte le temps de prise en charge",0,
00362,2023,Robustesse Opérationnelle,Inculquer la cuture cyber pour réduire les risques liés de la cybersécurité,20,atteint si une sensibilisation effectuée pour les collaborateurs (Septembre),0,
00362,2023,Robustesse Opérationnelle,,0,,0,
00362,2023,Performance Financière,Le taux d'impression des collaborateurs sera réduit de 2%,30,Une bonne pratique sur la limitation d'utilisation des papiers partagée (octobre),0,
00362,2023,Performance Financière,,0,,0,
00362,2023,Performance Financière,,0,,0,
00362,2023,Performance Financière,,0,,0,
00362,2023,Responsabilité Sociétale d'Entreprise,Réduire l'impact de l'IT sur l'environnement à travers la sobriété numérique,10,Une sensibilisation effectuée (décembre),0,
00362,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00362,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00362,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00364,2023,Robustesse Opérationnelle,Gestion documentaire de la Direction,10,Document bien classé et document numéroté suivant procédure et maitrise documentaire,0,
00364,2023,Robustesse Opérationnelle,Production des documents nécessaires au Conseil d'administration,10,La production des documents respecte le délai fixé dans la procédure d'organisation de CA,0,
00364,2023,Robustesse Opérationnelle,"Etablissement d'une liste des non-conformité dans les documents contractuels de la DCM
Déclaration des sinistres à l'assureur",30,"atteint si toutes les anomalies sont identifiées.
atteint si toutes les pièces sont transmises à l'assureur dans le délai.",0,
00364,2023,Robustesse Opérationnelle,Objectif 5: Gestion des contrats et support au service achat,10,atteint si les dossiers compliance des nouveaux fournisseurs sont classés sur le serveur et les anomalies sont remontées aux concernés,0,
00364,2023,Performance Financière,Suivi des frais et indemnisation des incidents relatifs à la flotte automobile,25,Pas de pénalités ou de pertes conséquentes à payer par Ravinala,0,
00364,2023,Performance Financière,,0,,0,
00364,2023,Performance Financière,,0,,0,
00364,2023,Performance Financière,,0,,0,
00364,2023,Responsabilité Sociétale d'Entreprise,Objectif 1: Optimisation des ressources utilisées pour la production de document physique,15,atteint si le nombre de papier imprimé est inférieur à 25.000/an.,0,
00364,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00364,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00364,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00365,2023,Robustesse Opérationnelle,Réalisation de visites inopinées et visites programmées de l'ensemble des sous-concessionnaires,20,1 visite inopinée + 1 visite programmée + suivi des actions par client par trimestre,0,
00365,2023,Robustesse Opérationnelle,Mise à jour périodique et suivi des obligations contractuelles des sous-concessionnaires,20,"Présentation du tableau de suivi à jour à la fin Q1,Q2,Q3 et Q4",0,
00365,2023,Robustesse Opérationnelle,"Suivi des avancements des projets en cours: Suivi Appel d'Offres, Suivi Déploiement et Contractualisation",20,Présentation d'un reporting trimestriel à jour,0,
00365,2023,Robustesse Opérationnelle,Satisfaction des clients finaux de Ravinala avec une augmentation du résultat par semestre,10,"Résultat de l'enquête de satisfaction de ASQ avec augmentation de la note de la section Shopping et restauration, avec une note moyenne par section de :
- Resto : 2,83
- Shops : 2,72
- Courtoisie et serviabilité : 3,46
Référence des aéroports <2M de la région",0,
00365,2023,Performance Financière,"Aucun travaux / dépenses lié aux activités non aéronautiques / DCM, hors budget",10,Pas de travaux hors budget jusqu'au 31/12/2023,0,
00365,2023,Performance Financière,Participation aux économies de 10% de l'OPEX,10,Economie des 30% sur l'ensemble des OPEX de l'équipe,0,
00365,2023,Performance Financière,,0,,0,
00365,2023,Performance Financière,,0,,0,
00365,2023,Responsabilité Sociétale d'Entreprise,Engagement RSE des sous-concessionnaires,10,Intégration de la politique RSE dans tous les nouveaux AOT au 31/12/2023,0,
00365,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00365,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00365,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00366,2023,Robustesse Opérationnelle,Classer les dossiers AEX afin de faciliter la collaboration avec l'équipe,30,"-dossier partagé AEX créé
- dossiers et fichiers à partager insérés
- fichiers utiles à l'équipe QRSE disponibles
Délai : 15/06/2023",0,"Dossier créé, tou les fichiers à partager sont disponibles à cet emplacement"
00366,2023,Robustesse Opérationnelle,Etablir le plan de communication du sytème de management de la Direction,30,"Le plan de communication du SMI établi suivant les délais ci-après : 
- ISO 9001 (fin aout)
- ISO 14001 (fin juillet)
- ISO 26000 (fin aout)",0,"Plans de communication ISO 14001? SO 9001, ISO 26000 disponibles
Reste à faire : Plan de communication ISO 45001"
00366,2023,Robustesse Opérationnelle,,0,,0,
00366,2023,Robustesse Opérationnelle,,0,,0,
00366,2023,Performance Financière,Réaliser une économie de 5% sur les OPEX du budget 2023 de la DQRSE,20,L'économie réalisée est d'au moins 5% au 31/12/2023,0,
00366,2023,Performance Financière,,0,,0,
00366,2023,Performance Financière,,0,,0,
00366,2023,Performance Financière,,0,,0,
00366,2023,Responsabilité Sociétale d'Entreprise,Apporter un appui et des améliorations au processus ENV,20,"Les conditions ci-dessous sont remplies :
- Capture du Circus Macrosceles réalisée suivant les contraintes temporelles disposées par The Peregrine Fund. Délai 31/12/23
- partenaire(s) identifié(s) pour le recyclage des déchets (papiers, piles) avant fin aout 2023
-filière de recyclage plastique identifiée et mise en oeuvre
-performance des Communautés localesde Base concernant l'atteinte de leurs objectifs imposés par le contrat évalué au 31/12/23",0,"Observation Macrosceles à poursuivre, pas encore de date précide pour la capture
Partenaire recyclage déchets (plastiques, papiers, déchets dangereux) : STCV et Greenland pour Nosy be
Evaluation de la communauté de base NOS réalisée"
00366,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00366,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00366,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00369,2023,Robustesse Opérationnelle,mise en place d'un système de gestion de la sûreté pour le 31/12,10,"- définition des objectifs de sûreté en adéquation à nos missions telles que définies dans le PNSAC (Plan), 
- évaluation des risques de sûreté (Do)
- vérification de notre conformité par rapport aux objectifs : tests, controles, et audits (Check), 
- Elaboration de programmes de formation et de sensibilisation",0,
00369,2023,Robustesse Opérationnelle,plan d'urgence,10,"mise à jour du document ""plan d'urgence"" dans le but de le simplifier et de le compléter de fiches réflexes, avant le 31/12",0,
00369,2023,Robustesse Opérationnelle,Transfert du sauvetage en lac et en mer aux Autorités,20,"transfert de l'ensemble des opérations de sauvetage et des responsabilités associées à l'Etat
100% si au moins une aéroport transféré au 31/12",0,
00369,2023,Robustesse Opérationnelle,permis piste,10,mise en place du permis piste à TNR avant le 31/12,0,
00369,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,30,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00369,2023,Performance Financière,,0,,0,
00369,2023,Performance Financière,,0,,0,
00369,2023,Performance Financière,,0,,0,
00369,2023,Responsabilité Sociétale d'Entreprise,note ASQ des services régaliens,20,"coordonner les efforts et actiosn nécessaires avec les autorités pour obtenir une note d'au moins 4.05 au Q4 2023 pour les 2 items ci-dessous:
- security screening
- border / passport control",0,
00369,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00369,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00369,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00371,2023,Robustesse Opérationnelle,Assurer la réalisation de la première phase du projet tarmac 1 de TNR en janvier 2024,20,Les travaux de mise en œuvre de la nouvelle route de service du Tarmac 1 sont réceptionnés en janvier 2024,0,
00371,2023,Robustesse Opérationnelle,Assurer la réalisation de la première phase de l'extension de la capacité du tramac de NOS en février 2024,20,Le travaux d'extention de la voie de circulation sont réceptionnés en févirer 2024,0,
00371,2023,Robustesse Opérationnelle,Avoir réalisé à plus de 75% le planning d'ensemble des projets inscrits au Capex du B23 de la DTEet attribués au département technique à fin décembre 2023,15,Le taux global de respect du planning d'ensemble des projets à fin décembre 2023 est au moins égale à 75%,0,
00371,2023,Robustesse Opérationnelle,,0,,0,
00371,2023,Performance Financière,Assurer le respect à 90% minimum du budget des projets inscrits au Capex B23 de la DTE (périmètre égal au montage),20,Le taux moyen de respect du budget à fin décembre 2023 est au égale à 90%,0,
00371,2023,Performance Financière,,0,,0,
00371,2023,Performance Financière,,0,,0,
00371,2023,Performance Financière,,0,,0,
00371,2023,Responsabilité Sociétale d'Entreprise,Définir les besoins en Capex de la solarisation de TNR pour le montage du B24 en octobre 2023,15,Une solution chiffrée de la solarisation de TNR a pu être proposée au budget 2024,0,
00371,2023,Responsabilité Sociétale d'Entreprise,Finaliser l'installation du solaire Nosy Be à fin 2023,10,Les travaux sont réceptionnés et l'installation fonctionnelle à fin décembre 2023,0,
00371,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00371,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00372,2023,Robustesse Opérationnelle,Respect des temps d'attente conformément au LoS C de IATA,20,taux de conformité pondéré des temps d'attente,0,
00372,2023,Robustesse Opérationnelle,Respect de la ponctualité des vols au départ,15,OTP15' ATTEINT SI OTP SUPERIEUR OU EGAL A 85% A TNR ET 82% A NOS,0,
00372,2023,Robustesse Opérationnelle,accompagnement des agents SLOT à la maitrise de l'environnement et outils de travail,15,"Allocation des ressources primaires et secondaires fonction des classes avions ,et paramétrage correcte des FIDS",0,
00372,2023,Robustesse Opérationnelle,Préparation des saisons IATA,10,Présentation des saisons aux compagnies:5% saison summer et 5% saison winter,0,
00372,2023,Performance Financière,suivi à temps réel des ATM,15,Insertion de tous les mouvements reguliers et privés dans INFOPAX,0,
00372,2023,Performance Financière,EBITDA 11 000 000 euros,10,objectif commun entreprise,0,
00372,2023,Performance Financière,,0,,0,
00372,2023,Performance Financière,,0,,0,
00372,2023,Responsabilité Sociétale d'Entreprise,engagement dans le processus innovation avec ADP,5,"Présentation et préparation de la mise e place des projets innovants pour Ravinala-1 projet pour Ravinala en decembre en lien avec play your airport,",0,
00372,2023,Responsabilité Sociétale d'Entreprise,ASQ,10,"Atteinte d'une note supérieure ou egale à 4 ou 5 items ASQ:accueil staff,informations aux usagers,note global satisafaction",0,
